YearStart,YearEnd,LocationAbbr,LocationDesc,Class,Topic,Question,Data_Value,Data_Value_Alt,Sample_Size
2012,2012,WY,Wyoming,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,38.7,38.7,5976
2013,2013,AK,Alaska,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,37.7,37.7,4396
2013,2013,AK,Alaska,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.4,28.4,4396
2013,2013,AK,Alaska,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,22.3,22.3,4275
2013,2013,AL,Alabama,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.4,32.4,6244
2013,2013,AL,Alabama,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.7,35.7,6244
2013,2013,AL,Alabama,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,31.5,31.5,6164
2013,2013,AR,Arkansas,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.3,35.3,5023
2013,2013,AR,Arkansas,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,34.6,34.6,5023
2013,2013,AR,Arkansas,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,34.4,34.4,4871
2013,2013,AZ,Arizona,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.1,35.1,4029
2013,2013,AZ,Arizona,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,25.2,25.2,3910
2013,2013,AZ,Arizona,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.8,26.8,4029
2013,2013,CA,California,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.1,24.1,10669
2013,2013,CA,California,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,21.4,21.4,10190
2013,2013,CA,California,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36,36,10669
2013,2013,CO,Colorado,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,21.3,21.3,12920
2013,2013,CO,Colorado,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,17.9,17.9,12370
2013,2013,CO,Colorado,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.1,35.1,12920
2013,2013,CT,Connecticut,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,24.9,24.9,7121
2013,2013,CT,Connecticut,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25,25,7309
2013,2013,CT,Connecticut,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,37.6,37.6,7309
2013,2013,DC,District of Columbia,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.9,22.9,4705
2013,2013,DC,District of Columbia,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,30.9,30.9,4705
2013,2013,DC,District of Columbia,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,19.5,19.5,4429
2013,2013,DE,Delaware,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,33.5,33.5,4893
2013,2013,DE,Delaware,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.1,31.1,4893
2013,2013,DE,Delaware,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,27.8,27.8,4926
2013,2013,FL,Florida,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.4,26.4,32552
2013,2013,FL,Florida,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36.4,36.4,32552
2013,2013,FL,Florida,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,27.7,27.7,31527
2013,2013,GA,Georgia,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.3,30.3,7606
2013,2013,GA,Georgia,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,27.2,27.2,7381
2013,2013,GA,Georgia,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.4,35.4,7606
2013,2013,HI,Hawaii,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,22.1,22.1,7368
2013,2013,HI,Hawaii,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,33.6,33.6,7609
2013,2013,HI,Hawaii,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,21.8,21.8,7609
2013,2013,IA,Iowa,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,28.5,28.5,7678
2013,2013,IA,Iowa,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.7,35.7,7672
2013,2013,IA,Iowa,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.3,31.3,7672
2013,2013,ID,Idaho,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.4,35.4,5315
2013,2013,ID,Idaho,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,23.7,23.7,5260
2013,2013,ID,Idaho,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.6,29.6,5315
2013,2013,IL,Illinois,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.3,35.3,5490
2013,2013,IL,Illinois,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.4,29.4,5490
2013,2013,IL,Illinois,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,25.1,25.1,5305
2013,2013,IN,Indiana,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.8,31.8,9770
2013,2013,IN,Indiana,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.4,35.4,9770
2013,2013,IN,Indiana,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,31,31,9584
2013,2013,KS,Kansas,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.3,35.3,21991
2013,2013,KS,Kansas,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30,30,21991
2013,2013,KS,Kansas,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,26.5,26.5,22177
2013,2013,KY,Kentucky,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.2,33.2,10325
2013,2013,KY,Kentucky,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,30.2,30.2,10156
2013,2013,KY,Kentucky,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,34.1,34.1,10325
2013,2013,LA,Louisiana,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,32.2,32.2,5026
2013,2013,LA,Louisiana,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,34.3,34.3,5014
2013,2013,LA,Louisiana,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.1,33.1,5014
2013,2013,MA,Massachusetts,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,34.4,34.4,13883
2013,2013,MA,Massachusetts,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.6,23.6,13883
2013,2013,MA,Massachusetts,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,23.5,23.5,13532
2013,2013,MD,Maryland,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.9,35.9,12169
2013,2013,MD,Maryland,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,25.3,25.3,12261
2013,2013,MD,Maryland,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.3,28.3,12169
2013,2013,ME,Maine,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,23.3,23.3,7724
2013,2013,ME,Maine,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36,36,7791
2013,2013,ME,Maine,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.9,28.9,7791
2013,2013,MI,Michigan,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.5,31.5,12177
2013,2013,MI,Michigan,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,24.4,24.4,12214
2013,2013,MI,Michigan,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,34.7,34.7,12177
2013,2013,MN,Minnesota,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.5,25.5,13450
2013,2013,MN,Minnesota,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,23.5,23.5,13323
2013,2013,MN,Minnesota,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.6,35.6,13450
2013,2013,MO,Missouri,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.1,35.1,6783
2013,2013,MO,Missouri,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,28.3,28.3,6793
2013,2013,MO,Missouri,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.4,30.4,6783
2013,2013,MS,Mississippi,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,38.1,38.1,7009
2013,2013,MS,Mississippi,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.1,35.1,7032
2013,2013,MS,Mississippi,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,34.2,34.2,7032
2013,2013,MT,Montana,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,22.5,22.5,9218
2013,2013,MT,Montana,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.6,24.6,9323
2013,2013,MT,Montana,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36.8,36.8,9323
2013,2013,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,26.6,26.6,8401
2013,2013,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36.7,36.7,8292
2013,2013,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.4,29.4,8292
2013,2013,ND,North Dakota,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31,31,7413
2013,2013,ND,North Dakota,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36.6,36.6,7413
2013,2013,ND,North Dakota,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,27.6,27.6,7380
2013,2013,NE,Nebraska,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.9,35.9,16250
2013,2013,NE,Nebraska,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.6,29.6,16250
2013,2013,NE,Nebraska,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,25.3,25.3,16158
2013,2013,NH,New Hampshire,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.7,26.7,6141
2013,2013,NH,New Hampshire,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,22.4,22.4,6010
2013,2013,NH,New Hampshire,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35,35,6141
2013,2013,NJ,New Jersey,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36.5,36.5,12256
2013,2013,NJ,New Jersey,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,26.8,26.8,12049
2013,2013,NJ,New Jersey,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.3,26.3,12256
2013,2013,NM,New Mexico,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.4,26.4,8914
2013,2013,NM,New Mexico,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36.3,36.3,8914
2013,2013,NM,New Mexico,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,24.3,24.3,8512
2013,2013,NV,Nevada,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.2,26.2,4871
2013,2013,NV,Nevada,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,23.7,23.7,4799
2013,2013,NV,Nevada,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,38.6,38.6,4871
2013,2013,NY,New York,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.4,25.4,8465
2013,2013,NY,New York,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.9,35.9,8465
2013,2013,NY,New York,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,26.7,26.7,8164
2013,2013,OH,Ohio,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,34.7,34.7,11260
2013,2013,OH,Ohio,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.4,30.4,11260
2013,2013,OH,Ohio,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,28.5,28.5,11117
2013,2013,OK,Oklahoma,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,33,33,7831
2013,2013,OK,Oklahoma,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.5,32.5,7875
2013,2013,OK,Oklahoma,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.4,35.4,7875
2013,2013,OR,Oregon,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,18.5,18.5,5407
2013,2013,OR,Oregon,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.5,26.5,5668
2013,2013,OR,Oregon,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,33.4,33.4,5668
2013,2013,PA,Pennsylvania,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,34.5,34.5,10857
2013,2013,PA,Pennsylvania,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30,30,10857
2013,2013,PA,Pennsylvania,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,26.3,26.3,10564
2013,2013,PR,Puerto Rico,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,38.7,38.7,5762
2013,2013,PR,Puerto Rico,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.9,27.9,5762
2013,2013,RI,Rhode Island,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,26.9,26.9,5922
2013,2013,RI,Rhode Island,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,37.3,37.3,6191
2013,2013,RI,Rhode Island,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.3,27.3,6191
2013,2013,SC,South Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,26.9,26.9,10067
2013,2013,SC,South Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,34.7,34.7,10227
2013,2013,SC,South Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.7,31.7,10227
2013,2013,SD,South Dakota,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,23.8,23.8,6553
2013,2013,SD,South Dakota,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.9,29.9,6531
2013,2013,SD,South Dakota,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,37.1,37.1,6531
2013,2013,TN,Tennessee,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,34.7,34.7,5452
2013,2013,TN,Tennessee,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,37.2,37.2,5196
2013,2013,TN,Tennessee,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.7,33.7,5452
2013,2013,TX,Texas,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.9,30.9,10085
2013,2013,TX,Texas,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,30.1,30.1,10100
2013,2013,TX,Texas,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.3,35.3,10085
2013,2013,US,National,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,26.3,26.3,450093
2013,2013,US,National,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.3,28.3,457487
2013,2013,US,National,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.5,35.5,457487
2013,2013,UT,Utah,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35,35,12027
2013,2013,UT,Utah,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.1,24.1,12027
2013,2013,UT,Utah,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,20.6,20.6,11937
2013,2013,VA,Virginia,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.2,27.2,7941
2013,2013,VA,Virginia,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36.8,36.8,7941
2013,2013,VA,Virginia,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,25.5,25.5,7767
2013,2013,VT,Vermont,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,37.2,37.2,6106
2013,2013,VT,Vermont,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,20.5,20.5,5986
2013,2013,VT,Vermont,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.7,24.7,6106
2013,2013,WA,Washington,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,34.3,34.3,10554
2013,2013,WA,Washington,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.2,27.2,10554
2013,2013,WA,Washington,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,20,20,10734
2013,2013,WI,Wisconsin,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,23.8,23.8,5823
2013,2013,WI,Wisconsin,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.8,29.8,6188
2013,2013,WI,Wisconsin,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36.7,36.7,6188
2013,2013,WV,West Virginia,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,33.7,33.7,5636
2013,2013,WV,West Virginia,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.1,35.1,5636
2013,2013,WV,West Virginia,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,31.4,31.4,5769
2013,2013,WY,Wyoming,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,25.1,25.1,6055
2013,2013,WY,Wyoming,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.8,27.8,6147
2013,2013,WY,Wyoming,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36.6,36.6,6147
2014,2014,AK,Alaska,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,19.2,19.2,4378
2014,2014,AK,Alaska,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.1,35.1,4142
2014,2014,AK,Alaska,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.7,29.7,4142
2014,2014,AL,Alabama,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.5,33.5,8190
2014,2014,AL,Alabama,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,33.4,33.4,8190
2014,2014,AL,Alabama,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,27.6,27.6,8639
2014,2014,AR,Arkansas,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,34.7,34.7,4886
2014,2014,AR,Arkansas,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.9,35.9,4886
2014,2014,AR,Arkansas,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,30.7,30.7,5250
2014,2014,AZ,Arizona,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,21.2,21.2,14829
2014,2014,AZ,Arizona,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.1,35.1,13849
2014,2014,AZ,Arizona,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.9,28.9,13849
2014,2014,CA,California,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35,35,8025
2014,2014,CA,California,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.7,24.7,8025
2014,2014,CA,California,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,21.7,21.7,7822
2014,2014,CO,Colorado,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,16.4,16.4,13383
2014,2014,CO,Colorado,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,21.3,21.3,12567
2014,2014,CO,Colorado,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36.1,36.1,12567
2014,2014,CT,Connecticut,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,34.1,34.1,7237
2014,2014,CT,Connecticut,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,20.6,20.6,7943
2014,2014,CT,Connecticut,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.3,26.3,7237
2014,2014,DC,District of Columbia,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,33.2,33.2,3787
2014,2014,DC,District of Columbia,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,21.7,21.7,3787
2014,2014,DC,District of Columbia,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,20.8,20.8,4059
2014,2014,DE,Delaware,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,24.9,24.9,4293
2014,2014,DE,Delaware,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.7,30.7,3983
2014,2014,DE,Delaware,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36.8,36.8,3983
2014,2014,FL,Florida,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,23.7,23.7,9796
2014,2014,FL,Florida,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36,36,9156
2014,2014,FL,Florida,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.2,26.2,9156
2014,2014,GA,Georgia,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,23.6,23.6,6347
2014,2014,GA,Georgia,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.5,30.5,5844
2014,2014,GA,Georgia,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.2,35.2,5844
2014,2014,GU,Guam,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.4,35.4,2352
2014,2014,GU,Guam,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,27.7,27.7,2518
2014,2014,GU,Guam,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28,28,2352
2014,2014,HI,Hawaii,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,19.6,19.6,7245
2014,2014,HI,Hawaii,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.1,22.1,6905
2014,2014,HI,Hawaii,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36,36,6905
2014,2014,IA,Iowa,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.9,30.9,7572
2014,2014,IA,Iowa,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,22.6,22.6,8121
2014,2014,IA,Iowa,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36,36,7572
2014,2014,ID,Idaho,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36.8,36.8,5125
2014,2014,ID,Idaho,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.9,28.9,5125
2014,2014,ID,Idaho,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,18.7,18.7,5468
2014,2014,IL,Illinois,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,34.5,34.5,4835
2014,2014,IL,Illinois,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.3,29.3,4835
